,Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
681,681,169733,9,9,6,284,321,0.9262720665,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
683,683,4711,9,9,1,828,884,0.9646807441,Calamus hollrungii partial rps16 gene
702,702,44990,9,9,1,982,999,0.9870982093,"Veitchia subdisticha voucher FTG:Zona 871 NADH dehydrogenase subunit 1 (ndhA) gene, partial cds; chloroplast"
703,703,44990,9,9,1,314,315,0.9975308642,"Veitchia filifera voucher FTG:Roncal 049 beta-carotene hydroxylase gene, partial cds"
704,704,44990,9,9,1,494,608,0.9773391813,"Veitchia arecina voucher FTG:Baker 1003 30S ribosomal protein S15 (rps15) and ycf1 protein (ycf1) genes, partial cds; chloroplast"
706,706,169708,9,9,4,328,371,0.9835280024,"Actinorhytis calapparia voucher C.E. Lewis 97-011 (FTG) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
711,711,154466,9,9,1,275,283,0.9827247742,"Bactris brongniartii isolate PL83 WRKY transcription factor 7 (WRKY7) gene, partial cds"
191,191,4710,8,47,7,276,767,0.8547532525,"Phoenix dactylifera cultivar Jouass Boag psbA-trnH intergenic spacer, partial sequence; chloroplast"
430,430,93266,8,18,1,643,793,0.9220260614,"Ceroxylon quindiuense RPB2 gene, intron 23, clone 1"
434,434,169704,8,18,3,407,590,0.8788135593,"Wallichia densiflora chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Bayton 2A (K)"
443,443,131248,8,18,1,437,509,0.918358437,"Aiphanes aculeata chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
461,461,131266,8,17,1,400,869,0.9266228931,"Dypsis hiarakae RPB2 gene, intron 23, clone 5"
484,484,169979,8,16,1,275,328,0.9251143293,"Butia capitata var. odorata voucher FTG:Noblick 5130 WRKY transcription factor 2 (WRKY2) gene, exons 1, 2 and partial cds"
492,492,93266,8,15,1,354,406,0.8807881773,"Ceroxylon parvifrons voucher FB 645 (AAU) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
525,525,93266,8,14,1,589,607,0.9752883031,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) rps3-rpl16 intergenic spacer, complete sequence; and 30S ribosomal protein S3 (rps3) gene, partial cds; chloroplast"
526,526,93266,8,14,1,253,303,0.8467703913,"Ceroxylon parvifrons voucher FB 645 (AAU) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
527,527,93266,8,14,1,1622,1699,0.9921382326,"Ceroxylon alpinum subsp. ecuadorense voucher Borchsenius 661a (AAU) trnK gene, intron; and matK pseudogene, complete sequence; chloroplast"
544,544,417015,8,13,3,561,717,0.8402531917,"Aphandra natalia RPB2 gene, intron 23"
545,545,417015,8,13,3,896,902,0.9979532662,"Phytelephas aequatorialis voucher 1993-94 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
546,546,417015,8,13,3,1430,1699,0.969755965,"Aphandra natalia voucher Balslev 6551 (AAU) trnK gene, intron; and matK pseudogene, complete sequence; chloroplast"
547,547,417015,8,13,3,354,359,0.998928648,"Ammandra decasperma voucher Lewis 99-012 (BISH) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
548,548,417015,8,13,3,253,253,1,"Ammandra decasperma voucher Lewis 99-012 (BISH) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
585,585,44990,8,12,1,357,592,0.9601632883,"Veitchia filifera phosphoribulokinase (PRK) gene, partial cds"
599,599,169734,8,11,7,1306,1437,0.9671664452,"Mauritia flexuosa ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
608,608,417015,8,11,3,377,419,0.9856801909,"Aphandra natalia voucher Baker 985 (K) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
613,613,169746,8,11,3,256,272,0.9712566845,"Borassus akeassii chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Bayton et al. 68 (K)"
614,614,169750,8,11,3,256,272,0.9712566845,"Borassus akeassii chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Bayton et al. 68 (K)"
631,631,131248,8,11,1,1057,1114,0.9852293129,"Aiphanes spicata trnQ-rps16 intergenic spacer, partial sequence; chloroplast"
632,632,4710,8,11,7,630,639,0.9923175416,"Dypsis lutescens CBF-like transcription factor (CBF) gene, complete cds"
655,655,169749,8,10,4,605,836,0.8809808612,"Medemia argun partial rpb2 gene, intron 23, specimen voucher Baker 986 (K)"
673,673,145670,8,10,1,552,1434,0.6588563459,"Astrocaryum alatum ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
679,679,93277,8,9,1,721,737,0.9954771597,"Eremospatha dransfieldii voucher Ouattara & Stauffer 7 G atpH-atpI intergenic spacer, partial sequence; plastid"
680,680,93277,8,9,1,305,311,0.9828510182,"Eremospatha macrocarpa voucher Couvreur 399 K psbZ-trnG intergenic spacer, partial sequence; and tRNA-Gly (trnG) gene, complete sequence; plastid"
690,690,1336489,8,9,1,745,1545,0.8284789644,"Licuala acaulis voucher A.J. Henderson et al. 3309, Vietnam (NY) tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast"
694,694,169749,8,9,4,421,589,0.7740049047,"Hyphaene thebaica voucher Da-Giau, S. SDG3 phosphoribulokinase-like protein 2 (PRK) gene, partial cds"
701,701,169722,8,9,8,811,899,0.9262143122,"Veitchia arecina chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
712,712,131248,8,9,1,1542,1625,0.9574700855,"Aiphanes aculeata chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Borchsenius 599 (AAU)"
713,713,131248,8,9,1,821,855,0.979597141,"Aiphanes aculeata chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
714,714,131248,8,9,1,666,763,0.9548565604,"Aiphanes ulei RNA polymerase II second largest subunit (rpb2) gene, intron 23, exon 23 and partial cds"
715,715,131248,8,9,1,343,379,0.9791849897,"Aiphanes grandis tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
716,716,131248,8,9,1,355,392,0.9396258503,"Aiphanes minima voucher Zona 873 tRNA-Asp (trnD) gene, partial sequence; trnD-trnY intergenic spacer, tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
717,717,131248,8,9,1,254,289,0.9169550173,"Aiphanes minima voucher Zona 873 tRNA-Asp (trnD) gene, partial sequence; trnD-trnY intergenic spacer, tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
721,721,169979,8,9,1,727,745,0.9944817301,"Butia aff. paraguayensis Noblick 5459 voucher FTG:Noblick 5459 WRKY transcription factor 7 (WRKY7) gene, exons 1 through 3 and partial cds"
722,722,169979,8,9,1,342,390,0.9310541311,"Butia eriospatha voucher FTG:Noblick 4878 WRKY transcription factor 19 (WRKY19) gene, intron 1 and partial cds"
723,723,169979,8,9,1,473,488,0.9902094718,"Butia capitata var. odorata voucher FTG:Noblick 5130 WRKY transcription factor 16 (WRKY16) gene, intron 1"
724,724,169979,8,9,1,554,747,0.9644503942,"Butia aff. yatay Zardini s.n. voucher FTG:Zardini s.n. WRKY6 gene, intron 1"
725,725,4710,8,9,6,829,960,0.9090277778,"Ravenea hildebrandtii cytochrome f (petA) gene, partial cds; plastid"
726,726,4710,8,9,6,600,696,0.8917624521,"Elaeis oleifera cytochrome b6 (petB) gene, partial cds; chloroplast"
727,727,4710,8,9,6,428,552,0.8500402576,"Elaeis oleifera photosystem I assembly protein ycf4 (ycf4) gene, partial cds; chloroplast"
728,728,4710,8,9,5,740,1554,0.6500786501,"Caryota mitis tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast"
734,734,169734,8,8,7,838,864,0.9859664352,"Lepidocaryum tenue chloroplast rps16 gene, partial, intron"
757,757,417012,8,8,7,1400,1497,0.9872244489,"Rhapis subtilis ATP synthase beta subunit (atpB) gene, complete cds; chloroplast gene for chloroplast product"
763,763,1336489,8,8,1,541,844,0.7403732227,"Livistoninae sp. CDB-2011b voucher A.J. Henderson 3683, Vietnam (NY) serine/threonine protein kinase (CISP4) gene, partial cds"
773,773,351477,8,8,7,486,532,0.9541823308,"Iguanura wallichiana malate synthase gene, exons 2 and 3 and partial cds"
774,774,351477,8,8,5,960,1089,0.959825528,"Bentinckia nicobarica trnQ-rps16 intergenic spacer region, chloroplast sequence"
777,777,44990,8,8,1,401,401,1,"Veitchia subdisticha voucher FTG:Zona 871 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
778,778,44990,8,8,1,451,457,0.9909737418,"Veitchia arecina voucher FTG:Baker 1003 MADS box transcription factor (AG1) gene, partial cds"
790,790,169726,8,8,5,913,942,0.9876592357,"Acrocomia aculeata isolate ACAC NADH dehydrogenase subunit F (ndhF) gene, partial cds; plastid"
792,792,154466,8,8,1,823,897,0.972826087,"Bactris balanophora trnD gene, partial sequence; trnY and trnE genes, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
800,800,4710,8,8,6,286,1137,0.3813764292,"Elaeis oleifera actin (ACT-1) mRNA, complete cds"
256,256,169703,7,35,6,422,550,0.9684155844,"Drymophloeus sp. JCVR-2017 voucher 1848 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
292,292,169700,7,30,6,483,545,0.9854434251,"Livistona sp. JCVR-2017 voucher 1738 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
299,299,,7,30,7,393,701,0.9193533048,"Voanioala gerardii clone A3 phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
370,370,169749,7,23,4,518,1422,0.6189689965,Satranala decussilvae chloroplast partial rbcL gene for RuBisCO large subunit
392,392,169745,7,22,2,505,567,0.9695366362,"Chamaedorea seifrizii voucher J.R. Abbott 24813 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
396,396,169700,7,21,4,275,591,0.6747240351,"Sabal bermudana partial rpoC1 gene for RNA polymerase C1, specimen voucher 1982-5602 (K)"
405,405,,7,21,7,412,905,0.6770849776,"Jubaeopsis caffra RNA polymerase II second largest subunit (rpb2) gene, intron 23, exon 23 and partial cds"
417,417,169754,7,19,5,552,1443,0.6965751176,"Rhapis subtilis ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
431,431,169700,7,18,4,365,526,0.8137938319,"Sabal bermudana partial rpoB gene for DNA-directed RNA polymerase subunit beta, specimen voucher 1982-5602 (K)"
444,444,,7,18,7,474,1758,0.351693844,"Nypa fruticans trnT-trnL intergenic spacer, trnL gene and trnL-trnF intergenic spacer sequence"
465,465,,7,17,7,1197,1434,0.9529904012,"Manicaria saccifera ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
471,471,169700,7,16,1,1420,1420,1,"Phoenix dactylifera chromosome Y transcription factor myb86-like protein (MYB1) gene, partial cds"
479,479,169748,7,16,1,1420,1420,1,"Phoenix dactylifera chromosome Y transcription factor myb86-like protein (MYB1) gene, partial cds"
501,501,169749,7,15,4,409,586,0.8947667804,"Hyphaene petersiana chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Fantz 3449 (FTG)"
508,508,417062,7,15,4,475,856,0.6185358255,"Cyphosperma balansae genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Pintaud 491 (TL)"
514,514,,7,15,7,1258,1619,0.9431336216,"Nypa fruticans chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher N.W. Uhl s.n. (BH)"
530,530,14009,7,14,1,730,1622,0.8486436498,"Rhapis excelsa chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1987-2573 (K)"
535,535,169711,7,14,4,453,575,0.8965217391,"Lemurophoenix halleuxii chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
537,537,169726,7,14,2,327,327,1,"Bactris gasipaes var. chichagui clone Bgc_267 trnD-trnS intergenic spacer, partial sequence; tRNA-Ser (trnS) gene and trnS-psbZ intergenic spacer, complete sequence; and PsbZ gene, partial cds; chloroplast"
552,552,115539,7,13,1,781,1631,0.8465783144,"Cryosophila warscewiczii chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1991-1092 (K)"
562,562,93328,7,13,1,532,690,0.8114827202,"Geonoma schottiana isolate PEIC038 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid"
569,569,131248,7,13,1,597,685,0.9408197642,"Aiphanes aculeata clone B2 phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
574,574,93266,7,12,1,904,904,1,"Ceroxylon pityrophyllum voucher Kahn 4478 (USM) trnQ-rps16 intergenic spacer, partial sequence; plastid"
609,609,169743,7,11,4,407,547,0.8991191624,Ceroxylon quindiuense chloroplast DNA for trnL-trnF intergenic spacer
620,620,169708,7,11,5,743,823,0.9652049045,"Actinokentia huerlimannii RPB2 gene, intron 23"
643,643,145703,7,10,1,796,1622,0.9122071517,"Pritchardiopsis jeanneneyi chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Pintaud 315 (P)"
646,646,14009,7,10,1,876,934,0.9618843683,"Rhapis multifida voucher L. B. Zhang s.n. NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
647,647,14009,7,10,1,772,845,0.9469822485,"Rhapis subtilis voucher MBC Live Collection 71239.K tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
650,650,115539,7,10,1,551,658,0.9095744681,"Cryosophila stauracantha voucher S. Zona 866 (FTG) phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
651,651,115539,7,10,1,422,657,0.9433789954,"Cryosophila nana voucher Cano, A. 264 RNA polymerase II second largest subunit (RPB2) gene, partial cds; chloroplast"
677,677,,7,10,7,814,893,0.9511758119,"Leopoldinia pulchra chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
682,682,4711,7,9,1,269,349,0.9675262655,"Calamus castaneus trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
696,696,169748,7,9,1,755,867,0.9611687812,"Phoenix reclinata partial rpb2 gene, intron 23, specimen voucher Goyder et al 3928 (K)"
698,698,417062,7,9,4,811,848,0.9658018868,Cyphophoenix nucele partial rps16 gene
705,705,169716,7,9,4,1281,1434,0.9521927786,"Calyptrocalyx stenocrista ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
707,707,169708,7,9,5,318,352,0.9646464646,Kentiopsis oliviformis chloroplast DNA for trnL-trnF intergenic spacer
733,733,169734,7,8,6,724,1617,0.804808287,"Raphia farinifera chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Rutherford 156 (K)"
745,745,4711,7,8,1,859,941,0.9695802338,"Calamus aruensis voucher Dransfield JD 7571 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
753,753,169743,7,8,4,1173,1449,0.9554865424,"Ravenea hildebrandtii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid"
762,762,1336489,7,8,1,889,942,0.9639065817,"Livistoninae sp. CDB-2011a voucher M. Jeanson 383 (NY) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
776,776,44990,7,8,1,1622,1676,0.9959725537,"Veitchia subdisticha voucher FTG:Zona 871 trnK gene, partial sequence; and matK pseudogene, complete sequence"
779,779,169711,7,8,4,1306,1434,0.9628661088,"Dypsis lastelliana ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
781,781,169708,7,8,5,383,652,0.724309816,"Kentiopsis oliviformis phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
783,783,131254,7,8,1,1542,1622,0.9568434032,"Archontophoenix purpurea chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Pintaud 492 (TL)"
785,785,131254,7,8,1,1084,1100,0.9980681818,"Archontophoenix cunninghamiana genomic DNA containing trnQ-rps16 IGS, specimen voucher Pintaud 449 (TL)"
786,786,131254,7,8,1,845,867,0.9777970012,"Archontophoenix purpurea chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
794,794,169979,7,8,1,844,851,0.9948589894,"Butia paraguayensis voucher FTG:Noblick 5285 WRKY transcription factor 21 (WRKY21) gene, intron 1"
795,795,,7,8,7,900,942,0.9856687898,"Beccariophoenix madagascariensis isolate BEMA NADH dehydrogenase subunit F (ndhF) gene, partial cds; plastid"
796,796,,7,8,7,734,882,0.9369331066,"Leopoldinia pulchra chloroplast trnD gene, partial sequence; trnY and trnE genes, complete sequence; and trnE-trnT intergenic spacer region, partial sequence"
799,799,4710,7,8,4,429,614,0.9159201954,"Astrocaryum scopatum voucher F. Kahn 2563 (P) tRNA-Cys (trnC-GCA) gene, partial sequence; and cytochrome b6-f complex subunit VIII (petN) gene, partial cds; chloroplast"
801,801,4710,7,8,7,523,603,0.9448590381,"Ravenea hildebrandtii ribosomal protein S4 (rps4) gene, partial cds; plastid"
802,802,4710,7,8,5,474,900,0.8868055556,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) acetyl-CoA carboxylase carboxyl transferase beta (accD) gene, partial cds; chloroplast"
807,807,169734,7,7,6,914,921,0.9989142237,"Laccosperma acutiflorum NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
808,808,169734,7,7,6,269,355,0.9496981891,"Raphia farinifera trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
834,834,417012,7,7,6,1716,1754,0.9913666721,"Trachycarpus fortunei 18S small subunit ribosomal RNA gene, partial sequence"
851,851,169749,7,7,4,313,357,0.9619847939,"Hyphaene coriacea chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Fantz 3441 (FTG)"
852,852,169749,7,7,4,782,853,0.9668397253,Hyphaene thebaica partial rps16 gene
853,853,169749,7,7,4,721,812,0.9410626319,"Hyphaene thebaica chloroplast atpB-rbcL intergenic spacer, specimen voucher Cult. K (1994-3803)"
854,854,169749,7,7,4,318,364,0.9623233909,"Satranala decussilvae chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Beentje & Dransfield 4810 (K)"
879,879,417062,7,7,4,301,331,0.949072076,Cyphophoenix nucele chloroplast DNA for trnL-trnF intergenic spacer
888,888,131254,7,7,1,411,411,1,"Archontophoenix cunninghamiana genomic DNA containing psbK-psbI IGS, specimen voucher Pintaud 449 (TL)"
889,889,131254,7,7,1,874,920,0.9928571429,"Archontophoenix cunninghamiana partial ndhF gene for chloroplast NADH dehydrogenase F, specimen voucher Pintaud 449 (TL)"
890,890,131254,7,7,1,572,591,0.9954073,"Archontophoenix cunninghamiana partial rpoC1 gene for RNA polymerase C1, specimen voucher Pintaud 449 (TL)"
894,894,93328,7,7,1,850,862,0.9913821677,"Geonoma polyandra chloroplast rps16 gene (partial), intron"
901,901,131248,7,7,1,292,311,0.9609554433,"Aiphanes spicata 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
902,902,131248,7,7,1,254,261,0.9841269841,"Aiphanes spicata 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
909,909,4710,7,7,7,367,1793,0.3645924628,TSA: Cocos nucifera Unigene21540 mRNA sequence
910,910,4710,7,7,6,267,1704,0.4309188464,TSA: Elaeis guineensis isotig05359 transcribed RNA sequence
911,911,4710,7,7,5,265,301,0.8974845752,"Normanbya normanbyi NBS-LRR resistance protein gene, partial cds"
52,52,169748,6,173,1,442,1407,0.4602503584,Phoenix reclinata chloroplast partial rbcL gene for RuBisCO large subunit
267,267,169700,6,34,3,518,728,0.7870071105,"Hyphaene petersiana voucher OM1296 atpF-atpH intergenic spacer, partial sequence; chloroplast"
340,340,115490,6,26,1,540,1434,0.4051067482,"Livistona speciosa ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
404,404,77338,6,21,1,543,567,0.9732930209,"Chamaedorea seifrizii voucher J.R. Abbott 24813 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
469,469,93268,6,16,1,316,316,1,"Daemonorops aurea isolate Dau1 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
486,486,4710,6,16,4,645,760,0.9637335526,"Phoenix canariensis voucher S. Barrow 75 (K) petB-petD intergenic spacer, complete sequence; and cytochrome b6-f complex subunit IV (petD) gene, partial cds; chloroplast"
487,487,4710,6,16,6,309,1593,0.6145244821,"Phoenix dactylifera 16S ribosomal RNA gene, partial sequence; chloroplast"
520,520,169734,6,14,5,465,575,0.9050931677,Eremospatha macrocarpa chloroplast DNA for trnL-trnF intergenic spacer
528,528,169754,6,14,5,474,565,0.9385587863,"Trachycarpus fortunei chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
536,536,169707,6,14,5,1289,1437,0.9474599861,"Iriartea deltoidea ribulose biphosphate carboxylase (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
560,560,115440,6,13,1,622,734,0.9153217355,"Areca concinna phosphoribulokinase-like (PRK) gene, partial sequence"
561,561,115440,6,13,1,258,259,0.9985149985,"Areca catechu gene for ITS1, 5.8S rRNA, ITS2, complete sequence, clone: 2"
564,564,154466,6,13,1,327,327,1,"Bactris gasipaes var. chichagui clone Bgc_267 trnD-trnS intergenic spacer, partial sequence; tRNA-Ser (trnS) gene and trnS-psbZ intergenic spacer, complete sequence; and PsbZ gene, partial cds; chloroplast"
571,571,93268,6,12,1,674,679,0.9993863525,"Daemonorops aurea isolate Dau1 RNA polymerase II second largest subunit (RPB2) gene, intron 23"
586,586,169716,6,12,4,622,1634,0.7124643003,"Calyptrocalyx albertisianus chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher Baker 1109 (K)"
598,598,169698,6,11,1,475,486,0.9913954358,"Metroxylon paulcoxii genes for 5S ribosomal RNA, non transcribed spacer, partial and complete sequence, isolate: HE-50"
602,602,169733,6,11,1,475,486,0.9913954358,"Metroxylon paulcoxii genes for 5S ribosomal RNA, non transcribed spacer, partial and complete sequence, isolate: HE-50"
607,607,169738,6,11,1,475,486,0.9913954358,"Metroxylon paulcoxii genes for 5S ribosomal RNA, non transcribed spacer, partial and complete sequence, isolate: HE-50"
611,611,115488,6,11,1,517,1434,0.491885381,"Licuala grandis ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
626,626,145670,6,11,1,259,274,0.9804246848,"Astrocaryum standleyanum isolate PL117 WRKY transcription factor 7 (WRKY7) gene, partial cds"
627,627,145670,6,11,1,466,492,0.9783813747,"Astrocaryum murumuru isolate PL108 WRKY transcription factor 16 (WRKY16) gene, intron"
628,628,145670,6,11,1,747,750,0.9985454545,"Astrocaryum standleyanum isolate PL101 WRKY transcription factor 6 (WRKY6) gene, intron"
629,629,145670,6,11,1,783,800,0.995,"Astrocaryum murumuru isolate PL108 WRKY transcription factor 12 (WRKY12) gene, partial cds"
630,630,145670,6,11,1,789,844,0.977703576,"Astrocaryum sp. 2 AWM-2015 isolate PL97 WRKY transcription factor 21 (WRKY21) gene, partial sequence"
633,633,169738,6,11,1,475,486,0.9913954358,"Metroxylon paulcoxii genes for 5S ribosomal RNA, non transcribed spacer, partial and complete sequence, isolate: HE-50"
644,644,145703,6,10,1,736,881,0.9209988649,"Saribus rotundifolius voucher FTG DNA Bank 1663 tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
658,658,417063,6,10,2,404,420,0.9911904762,"Brongniartikentia lanuginosa partial prk gene for phosphoribulokinase, exons 4-5, clone 1"
669,669,169984,6,10,1,293,323,0.9882352941,"Oenocarpus bataua var. bataua voucher FTG 88 134 photosystem II 44 kDa protein (psbC) gene, partial cds; psbC-trnS intergenic spacer, tRNA-Ser (trnS) gene, and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
674,674,145670,6,10,1,303,348,0.9609195402,"Astrocaryum alatum isolate PL95 WRKY transcription factor 19 (WRKY19) gene, partial cds"
684,684,115505,6,9,1,902,902,1,"Phytelephas aequatorialis voucher 1993-94 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
685,685,115505,6,9,1,561,706,0.843720491,"Phytelephas macrocarpa RPB2 gene, intron 23"
686,686,115505,6,9,1,377,419,0.9867409175,"Phytelephas aequatorialis voucher 1993-94 (K) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
687,687,115505,6,9,1,1616,1692,0.9888363541,"Phytelephas schottii voucher Galeano & Barfod 1277 (AAU) trnK gene, intron; and matK pseudogene, complete sequence; chloroplast"
688,688,115505,6,9,1,354,359,0.9984524915,"Phytelephas aequatorialis voucher 1993-94 (K) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
