Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
5130,314293,5,5,5,260,272,0.9823529412,"Plecturocebus moloch acidic mammalian chitinase (mCHIA) gene, complete cds"
5136,9479,5,5,5,366,474,0.9012658228,Lagothrix lagotricha Alu insertion locus Atelidae1 genomic sequence
5137,9479,5,5,5,269,303,0.9491749175,Cebus apella Alu insertion locus AoSa1 genomic sequence
5139,314293,5,5,5,1198,1207,0.998011599,"Macaca fascicularis ANKRD30A gene, partial cds"
5140,314293,5,5,5,533,664,0.9578313253,"Saimiri sciureus clone OLG_30 olfactory receptor-like protein gene, partial sequence"
5148,314293,5,5,5,422,731,0.7679890561,"Gorilla gorilla SIM1 (SIM1) gene, partial cds"
5152,314293,5,5,5,328,1206,0.7142620232,"Macaca fascicularis brain cDNA clone: QorA-10120, similar to human vesicle amine transport protein 1 homolog (Tcalifornica) (VAT1), mRNA, RefSeq: NM_006373.2"
5157,314293,5,5,5,307,1844,0.500867679,"Lagothrix lagotricha MEF2D (MEF2D) gene, partial cds"
5161,314293,5,5,5,664,664,1,"Alouatta caraya clone OLG_58 olfactory receptor-like protein gene, partial sequence"
5164,314293,5,5,4,594,928,0.7715517241,TSA: Pan troglodytes Chimpanzee_0126464 mRNA sequence
5165,314293,5,5,3,471,483,0.9850931677,"Hylobates agilis KAP13.4 gene for keratin associated protein 13-4, complete cds"
5169,9526,5,5,5,399,496,0.8846774194,"African green monkey apolipoprotein A-I gene, exons 1 and 2"
5192,9526,5,5,4,359,1513,0.5949768672,JP 2003284573-A/443: Guanosine triphosphate-binding protein coupled receptors
5197,9528,5,5,3,1270,1273,0.9989002357,Papio papio voucher PP1 X chromosome intergenic region genomic sequence
5198,314293,5,5,5,277,753,0.6823373174,TSA: Pan troglodytes Chimpanzee_0111744 mRNA sequence
5204,9526,5,5,5,452,612,0.9477124183,"Nomascus gabriellae diazepam-binding protein (DBI) gene, partial cds"
5205,9533,5,5,1,259,539,0.7866419295,Cercopithecus wolfi Alu insertion locus TA_PY2_79 genomic sequence
5212,9526,5,5,5,502,505,0.9952475248,"Gorilla gorilla neurotrypsin (PRSS12) gene, complete cds"
5213,9526,5,5,5,281,281,1,"Rhinopithecus bieti neurotrypsin (PRSS12) gene, partial cds"
5214,9526,5,5,5,308,308,1,"Rhinopithecus bieti neurotrypsin (PRSS12) gene, partial cds"
110,9459,4,238,1,370,412,0.8986191564,"Cheirogaleus medius isolate CMD-1 ADORA3 gene, partial sequence"
118,9592,4,235,1,250,569,0.5616198631,"Gorilla gorilla mitochondrial cyt b gene (partial), tRNA-Thr gene, tRNA-Pro gene and D-loop (partial), isolate CM8"
196,9526,4,158,3,458,889,0.8863322464,"Pan troglodytes vellerosus isolate 12 C-C chemokine ligand 5 (RANTES) gene, promoter region and partial cds"
219,9554,4,142,1,441,458,0.9908512209,"Papio cynocephalus isolate C2 NADH dehydrogenase subunit 4 gene, partial cds; tRNA-His, tRNA-Ser, and tRNA-Leu genes, complete sequence; and NADH dehydrogenase subunit 5 gene, partial cds; mitochondrial genes for mitochondrial products"
266,9526,4,130,3,469,1551,0.41639141,"Macaca fascicularis cytochrome P450 1A2 (LOC102130662), mRNA"
284,9605,4,125,1,268,1479,0.4597538878,"Homo sapiens isolate HN-SZ754 control region, partial sequence; tRNA-Phe gene, complete sequence; and 12S ribosomal RNA gene, partial sequence; mitochondrial"
287,122245,4,124,1,348,348,1,"Avahi laniger cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
288,122245,4,124,1,297,297,1,"Avahi laniger cytochrome oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial genes for mitochondrial products"
289,122245,4,124,1,1378,1383,0.9964138269,"Avahi laniger isolate NARA5.12 mitochondrion, complete genome"
300,122245,4,122,1,562,563,0.9985004222,"Avahi occidentalis mitochondrial D-loop, partial sequence"
361,13515,4,103,1,261,798,0.5584714213,"Eulemur fulvus albocollaris isolate JP222 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial"
372,9605,4,100,1,603,842,0.8077553444,"Homo sp. Altai complete mitochondrial genome, isolate Denisova molar"
376,9605,4,97,1,976,1044,0.9967808192,"Homo sapiens isolate AF72 mitochondrion, complete genome"
380,9605,4,95,1,345,346,0.9999695771,Homo sapiens neanderthalensis complete mitochondrial genome
381,9605,4,95,1,297,303,0.9804064617,Homo sapiens neanderthalensis isolate Okladnikov 2 mitochondrion sequence
382,9605,4,95,1,1368,1378,0.9999236116,Homo sapiens neanderthalensis complete mitochondrial genome
383,9605,4,95,1,1800,1812,0.9999302893,Homo sapiens neanderthalensis complete mitochondrial genome
384,9605,4,95,1,1134,1141,0.9993818903,"Homo sp. Altai complete mitochondrial genome sequence from Denisova, Altai Russia"
423,314293,4,78,4,410,1477,0.4928909953,"Pan paniscus TAF11 (TAF11) gene, partial cds"
438,9598,4,74,1,1041,1042,0.9999351559,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
449,9598,4,72,1,500,684,0.988791423,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
459,9598,4,69,1,949,958,0.9943572055,"Pan troglodytes troglodytes isolate GT311 mitochondrion, complete genome"
460,9598,4,69,1,1557,1561,0.9984588103,"Pan troglodytes ellioti isolate Tobi_PhaseI mitochondrion, complete genome"
461,9598,4,69,1,949,957,0.9966531886,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
462,9598,4,69,1,1542,1542,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
463,9598,4,69,1,681,681,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
464,9598,4,69,1,784,784,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
465,9598,4,69,1,346,346,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
466,9598,4,69,1,297,297,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
467,9598,4,69,1,1378,1378,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
468,9598,4,69,1,1812,1812,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
469,9598,4,69,1,525,525,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
470,9598,4,69,1,1141,1141,1,"Pan troglodytes schweinfurthii isolate ISIS #3020 mitochondrion, complete genome"
472,207598,4,69,2,417,743,0.8855404061,Pan paniscus isolate Zorba noncoding region 25 genomic sequence
502,9596,4,64,1,434,755,0.9268004967,Pan paniscus isolate Zorba noncoding region 27 genomic sequence
509,9596,4,63,1,493,693,0.9450285165,Pan paniscus isolate Zorba noncoding region 29 genomic sequence
535,9479,4,62,4,574,1103,0.7708302869,"Sapajus apella DNA, satellite:alpha, complete sequence, clone: FosCap3B7"
537,376911,4,61,1,252,298,0.9880074816,"Eulemur fulvus albocollaris clone eac_180aC ceruloplasmin gene, partial sequence"
538,376915,4,61,1,252,298,0.9880074816,"Eulemur fulvus albocollaris clone eac_180aC ceruloplasmin gene, partial sequence"
539,9445,4,61,1,252,298,0.9880074816,"Eulemur fulvus albocollaris clone eac_180aC ceruloplasmin gene, partial sequence"
540,13513,4,61,1,252,298,0.9880074816,"Eulemur fulvus albocollaris clone eac_180aC ceruloplasmin gene, partial sequence"
546,13513,4,61,1,252,298,0.9880074816,"Eulemur fulvus albocollaris clone eac_180aC ceruloplasmin gene, partial sequence"
548,207598,4,61,2,448,694,0.895403222,Pan troglodytes schweinfurthii isolate Sultana noncoding region 23 genomic sequence
568,376918,4,59,1,433,1083,0.7481102399,"Aotus vociferans clone Aovo-g10301 MHC class I antigen mRNA, partial cds"
612,9518,4,55,1,674,720,0.9582323232,"Lagothrix lugens cytochrome c oxidase subunit II-like gene, partial sequence; mitochondrial"
628,9596,4,53,1,751,933,0.808610892,"qgl04g12.b1 Clint Pan troglodytes verus STS genomic, sequence tagged site"
629,9596,4,53,1,705,715,0.9997361129,Pan paniscus isolate Zorba noncoding region 21 genomic sequence
630,9596,4,53,1,644,655,0.9946420856,Pan troglodytes schweinfurthii isolate Mzee noncoding region 20 genomic sequence
631,9596,4,53,1,738,739,0.9999744683,Pan paniscus isolate Zorba noncoding region 17 genomic sequence
632,9596,4,53,1,735,738,0.9991818786,Pan troglodytes schweinfurthii isolate Sultana noncoding region 14 genomic sequence
633,9596,4,53,1,772,775,0.9999269629,Pan paniscus isolate Zorba noncoding region 11 genomic sequence
645,13515,4,52,1,348,348,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
646,13515,4,52,1,297,297,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
647,13515,4,52,1,1378,1378,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
656,9596,4,52,1,785,810,0.971011396,Pan paniscus isolate Kosana noncoding region 15 genomic sequence
658,9596,4,52,1,1183,1249,0.9494672661,"Pan troglodytes troglodytes isolate Clara chromosome 5 noncoding region 3.2, partial sequence"
688,9596,4,50,1,896,897,0.9994425864,Pan paniscus isolate Zorba noncoding region 1 genomic sequence
718,9598,4,47,1,1190,1191,0.9991960984,Pan troglodytes schweinfurthii isolate Mimi noncoding region 2 genomic sequence
741,207598,4,46,2,1343,1410,0.9948350293,"Gorilla gorilla isolate A06 haplotype 1 toll-like receptor 4 (TLR4) gene, partial cds"
750,378855,4,45,3,780,1101,0.95024725,"Ateles fusciceps isolate A1-40 MHC class I antigen A mRNA, complete cds"
778,376918,4,43,1,294,856,0.6643121061,Aotus lemurinus marker 306 genomic sequence
792,9469,4,42,1,1078,1140,0.9909356725,"Nycticebus pygmaeus cytochrome b gene, complete cds; mitochondrial"
807,9598,4,42,1,452,768,0.970610119,Pan troglodytes schweinfurthii isolate Sultana noncoding region 28 genomic sequence
824,207598,4,41,2,1108,1108,1,"Gorilla gorilla isolate NA06N haplotype 1 toll-like receptor 3 (TLR3) gene, 5' UTR"
852,376918,4,39,1,832,1163,0.9350486143,"Aotus azarai infulatus mitochondrion, complete genome"
890,314293,4,38,4,271,298,0.9682091134,"Macaca fuscata mRNA, endogenous retrovirus HC2-like pol element, isolate:JM-HC25-8"
892,207598,4,38,2,1204,1204,1,"Gorilla gorilla isolate NA06N haplotype 1 toll-like receptor 3 (TLR3) gene, partial cds"
897,9476,4,37,1,1289,1793,0.8442592062,"Tarsius sp. isolate CD41 PR domain 9 protein (PRDM9) gene, PRDM9-2 allele, partial cds"
943,325165,4,35,1,679,1045,0.7740806562,Nomascus leucogenys isolate 1006 mitochondrial sequence
956,376912,4,34,2,537,1044,0.628887762,"Carlito syrichta mitochondrial DNA, complete genome"
988,9596,4,33,1,740,1122,0.8422459893,"Pan paniscus endogenous virus HERV-K11q12 clone JFH56 5' LTR, complete sequence"
997,392815,4,32,1,468,615,0.9719004065,"Chlorocebus pygerythrus cynosurus sex-determining protein SRY (SRY) gene, complete cds"
1002,325167,4,32,1,531,1064,0.7763157895,"Hoolock leuconedys x Hoolock tianxing isolate DANDAN mitochondrion, complete genome"
1012,207598,4,32,2,1853,1853,1,"Gorilla gorilla isolate B06 haplotype 2 toll-like receptor 3 (TLR3) gene, partial cds"
1036,392815,4,30,1,1019,1083,0.9601108033,"Chlorocebus sabaeus chemokine receptor CCR2b mRNA, complete cds"
1057,9526,4,30,4,305,1925,0.6911861472,"Cercocebus atys isolate FHY interferon regulatory factor 7 (IRF7) gene, exons 1 through 7, 9, 10 and partial cds"
1111,30600,4,28,1,384,956,0.9355573819,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1120,325167,4,28,1,985,1141,0.9932703143,"Hoolock leuconedys isolate Beibei-M cytochrome b (CYTB) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial"
1212,122245,4,25,1,355,355,1,"Avahi laniger clone E1-1 short-wave sensitive type 1 opsin (SWS) gene, exon 1 and partial cds"
1213,30600,4,25,1,1525,1577,0.9966518706,"Propithecus edwardsi isolate PPP mitochondrion, complete genome"
1214,30600,4,25,1,955,957,0.9997492163,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1215,30600,4,25,1,1042,1044,0.9997701149,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1216,30600,4,25,1,1542,1545,0.9999223301,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1217,30600,4,25,1,681,681,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1218,30600,4,25,1,784,784,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1219,30600,4,25,1,1809,1809,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1220,30600,4,25,1,519,519,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
1256,376918,4,24,1,494,887,0.7909620443,"Aotus lemurinus 1q31.3 non-coding marker, genomic sequence"
1303,207598,4,24,2,518,518,1,Gorilla gorilla isolate Choomba chromosome 20 non-coding region T2018
1304,1965096,4,23,1,262,388,0.7847377857,"Callithrix kuhlii isolate CKU627 SINE Alu_1D_132, complete sequence"
1317,9459,4,23,1,382,959,0.9442353901,"Cheirogaleus sibreei isolate JOZO4.17 mitochondrion, complete genome"
1341,9578,4,23,1,254,567,0.5895253431,Hylobates lar Alu repeat in the p53 gene intron 6
1352,207598,4,23,2,493,494,0.999735962,Gorilla gorilla isolate Holoki chromosome 18 non-coding region T864
1353,1965096,4,22,1,627,1140,0.9590909091,"Callithrix geoffroyi isolate CAL cytochrome b gene, complete cds; mitochondrial"
1358,13149,4,22,1,355,355,1,"Microcebus murinus clone E1-7 short-wave sensitive type 1 opsin (SWS) gene, exon 1 and partial cds"
1386,9526,4,22,4,472,1068,0.9010895472,"Pan troglodytes vellerosus isolate 12 C-X3-C chemokine receptor 1 (CX3CR1) gene, complete cds"
1390,207598,4,22,2,507,509,0.9991069834,Gorilla gorilla isolate Holoki chromosome 20 non-coding region T2085
1395,207598,4,22,2,477,480,0.9965909091,Gorilla gorilla isolate Holoki chromosome 20 non-coding region T2021
1408,9459,4,21,1,1518,1588,0.9925632722,"Cheirogaleus crossleyi isolate TRA8.81 mitochondrion, complete genome"
1409,9459,4,21,1,955,955,1,"Cheirogaleus medius mitochondrion, complete genome"
1410,9459,4,21,1,1042,1044,0.9998175515,"Cheirogaleus crossleyi isolate AMB5.22 mitochondrion, complete genome"
1411,9459,4,21,1,1542,1557,0.991283604,"Cheirogaleus medius mitochondrion, complete genome"
1412,9459,4,21,1,681,681,1,"Cheirogaleus medius mitochondrion, complete genome"
1413,9459,4,21,1,784,784,1,"Cheirogaleus medius mitochondrion, complete genome"
1414,9459,4,21,1,1812,1812,1,"Cheirogaleus medius mitochondrion, complete genome"
1443,,4,21,1,1173,1903,0.8078472587,"Macaca sylvanus isolate Msyl01 serotonin receptor type 1B (HTR1B) gene, complete cds"
1453,9526,4,21,3,678,711,0.9871408479,"Macaca fuscata DNA, HERV15 pol family sequence, isolate:Jm-M2"
1473,9459,4,20,1,372,782,0.9611253197,"Cheirogaleus medius isolate BEMA7.19 mitochondrion, complete genome"
1504,207598,4,20,2,461,465,0.9948387097,Gorilla gorilla isolate Holoki chromosome 12 non-coding region T1482
1505,207598,4,20,2,472,472,1,Gorilla gorilla isolate Choomba chromosome 15 non-coding region T2266
1521,9459,4,19,1,525,540,0.9736842105,"Cheirogaleus medius isolate KIBO7.9 mitochondrion, complete genome"
1526,376918,4,19,1,357,631,0.7978980732,"Aotus lemurinus 3q22.2 non-coding marker, genomic sequence"
1527,38066,4,19,1,566,696,0.934815487,"Alouatta caraya cytochrome oxidase subunit II (COII) gene, complete cds; mitochondrial gene for mitochondrial product"
1541,325167,4,19,1,659,684,0.9980763312,"Bunopithecus hoolock leuconedys voucher GCC-HHL303 cytochrome oxidase subunit II (COII) gene, complete cds; mitochondrial"
1542,325167,4,19,1,1378,1411,0.9778432616,"Bunopithecus hoolock clone tg435 NADH dehydrogenase subunit 3 and NADH dehydrogenase subunit 4L genes, complete sequence; and NADH dehydrogenase subunit 4 gene, partial sequence; mitochondrial"
1579,9526,4,19,4,279,1656,0.6142893466,"Cercocebus torquatus atys clone FEa1 sialic acid binding Ig-like lectin 5 (SIGLEC5) mRNA, complete cds"
1629,325167,4,18,1,951,955,0.9977894124,"Hoolock leuconedys isolate DH3 mitochondrion, complete genome"
1630,325167,4,18,1,1558,1559,0.9999643646,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1631,325167,4,18,1,941,1044,0.9935610898,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1632,325167,4,18,1,1542,1542,1,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1633,325167,4,18,1,681,681,1,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1634,325167,4,18,1,755,784,0.9979450113,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1635,325167,4,18,1,260,346,0.9861913937,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1636,325167,4,18,1,297,297,1,"Bunopithecus hoolock leuconedys voucher GCC-HHL303 NADH dehydrogenase subunit 4L (ND4L) gene, complete cds; mitochondrial"
1637,325167,4,18,1,1806,1806,1,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1638,325167,4,18,1,525,525,1,"Hoolock leuconedys voucher KIZ:90218106 mitochondrion, complete genome"
1647,,4,18,1,314,389,0.9035989717,"Macaca sylvanus isolate MsyB8M serotonin transporter (SLC6A4) gene, exon 14 and partial cds"
1707,376918,4,17,1,341,876,0.6802309965,"Aotus lemurinus 1p31.1 non-coding marker, genomic sequence"
1734,325165,4,17,1,500,684,0.9818541452,"Nomascus siki mitochondrial DNA, complete genome"
1745,9592,4,17,1,967,996,0.9965745334,"Gorilla gorilla intergenic spacer, locus 04, isolate akiba"
1794,30596,4,16,1,1007,1137,0.9928540018,"Cacajao calvus calvus UFPA-Ccc1 cytochrome b (cytb) gene, complete cds; mitochondrial"
1806,78451,4,16,1,1141,1141,1,"Presbytis melalophos mitrata isolate Wk2 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial"
1807,78451,4,16,1,525,819,0.6641483516,"Presbytis melalophos mitrata isolate 81A4F641 mitochondrion, complete genome"
1808,325165,4,16,1,810,1558,0.9634948652,"Nomascus siki mitochondrial DNA, complete genome"
1815,,4,16,1,343,466,0.8680257511,"Macaca sylvanus isolate MsyB8M serotonin transporter (SLC6A4) gene, exon 2 and partial cds"
1825,9526,4,16,3,684,769,0.9037711313,"Macaca fascicularis DNA, HERV15 env family sequence, isolate:Cm-M2"
1826,207598,4,16,2,431,431,1,Gorilla gorilla isolate Moka chromosome 18 non-coding region T2557
1827,1965102,4,15,1,269,380,0.8452631579,"Callithrix rondoni isolate MRO4159 SINE Alu_1D_132, complete sequence"
1850,1532884,4,15,1,804,960,0.8788194444,"Cebus apella mitochondrion, complete genome"
1866,325165,4,15,1,909,952,0.9966386555,"Nomascus siki mitochondrial DNA, complete genome"
1869,9592,4,15,1,729,754,0.9955791335,"Gorilla gorilla intergenic spacer, locus 13, isolate akiba"
1870,9592,4,15,1,758,814,0.9908271908,"Gorilla gorilla intergenic spacer, locus 11, isolate akiba"
1871,9592,4,15,1,694,793,0.9823455233,"Gorilla gorilla intergenic spacer, locus 10, isolate anthal"
1892,1965096,4,14,1,536,688,0.8962832226,"Callithrix geoffroyi mitochondrion, complete genome"
1919,376918,4,14,1,494,869,0.7108334703,"Aotus lemurinus Xq22.1 non-coding marker, genomic sequence"
1920,378850,4,14,1,441,553,0.9283130974,"Saimiri boliviensis boliviensis clone Sbb_01 ABO glycosyltransferase (ABO) gene, exon 7 and partial cds"
1945,33548,4,14,1,346,346,1,"Colobus guereza matschiei isolate 63 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg (trnR) gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His (trnH) and tRNA-Ser (trnS) genes, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; mitochondrial"
1946,33548,4,14,1,297,297,1,"Colobus guereza matschiei isolate 63 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg (trnR) gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His (trnH) and tRNA-Ser (trnS) genes, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; mitochondrial"
1947,33548,4,14,1,1378,1378,1,"Colobus guereza matschiei isolate 63 NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg (trnR) gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His (trnH) and tRNA-Ser (trnS) genes, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; mitochondrial"
1962,325165,4,14,1,956,957,0.9990297059,"Nomascus siki mitochondrial DNA, complete genome"
1963,325165,4,14,1,1042,1044,0.9990421456,"Nomascus siki mitochondrial DNA, complete genome"
1964,325165,4,14,1,1542,1551,0.9950262503,"Nomascus leucogenys mitochondrion, complete genome"
1965,325165,4,14,1,670,681,0.9988462345,"Nomascus siki mitochondrial DNA, complete genome"
1966,325165,4,14,1,784,784,1,"Nomascus siki mitochondrial DNA, complete genome"
1967,325165,4,14,1,346,346,1,"Nomascus siki mitochondrial DNA, complete genome"
1968,325165,4,14,1,1171,1375,0.9795844156,"Nomascus siki mitochondrial DNA, complete genome"
1969,325165,4,14,1,1806,1812,0.9990539262,Nomascus leucogenys isolate 378 mitochondrial sequence
1970,325165,4,14,1,525,525,1,"Nomascus siki mitochondrial DNA, complete genome"
1988,9592,4,14,1,262,270,0.982010582,"Gorilla gorilla MHC class II DR beta HLA-DRB gene (DRB1*1001 allele), partial cds"
1989,9592,4,14,1,743,743,1,"Gorilla gorilla intergenic spacer, locus 17, isolate akiba"
1990,9592,4,14,1,779,841,0.98946832,"Gorilla gorilla intergenic spacer, locus 06, isolate akiba"
1991,9592,4,14,1,820,855,0.9941520468,"Gorilla gorilla intergenic spacer, locus 01, isolate arnauld"
2013,314295,4,14,4,396,1696,0.6719592318,"Pan paniscus ZSCAN4 (ZSCAN4) gene, complete cds"
2061,9513,4,13,1,708,1222,0.9477527383,"Cebus unicolor voucher MPEG:43805 tRNA-Pro gene and D-loop, partial sequence; mitochondrial"
2069,9554,4,13,1,389,437,0.9007217039,"Papio sp. Africa-2004 12S ribosomal RNA gene, partial sequence; mitochondrial"
2075,9592,4,13,1,1236,1812,0.9510952624,"Gorilla gorilla mitochondrial DNA, complete genome"
2076,9592,4,13,1,713,729,0.997467553,"Gorilla gorilla intergenic spacer, locus 21, isolate akiba"
2077,9592,4,13,1,1414,1430,0.9982786444,"Gorilla gorilla intergenic spacer, locus 05, isolate akiba"
2078,9592,4,13,1,936,1059,0.9821311833,"Gorilla gorilla intergenic spacer, locus 02, isolate akiba"
2092,9596,4,13,1,470,470,1,Pan paniscus isolate Lody chromosome 17 noncoding region T2984
2126,,4,13,1,425,425,1,"Macaca arctoides isolate Yunnan3 cytochrome oxidase subunit I gene, partial cds; mitochondrial"
2146,207598,4,13,2,518,611,0.9437240337,"Pan paniscus ADH1C gene for alcohol dehydrogenase 1C, exon 2 to exon 4 region"
2147,1965096,4,12,1,373,380,0.9916666667,"Callithrix aurita clone 15.3 mt cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product"
2154,376917,4,12,3,264,583,0.6588050314,Galago senegalensis SINE element LN2
2200,38068,4,12,3,374,553,0.8416214587,"Brachyteles arachnoides clone Ba_01 ABO glycosyltransferase (ABO) gene, exon 7 and partial cds"
2224,325165,4,12,1,297,297,1,"Nomascus siki mitochondrial DNA, complete genome"
2227,9592,4,12,1,753,787,0.9927996612,"Gorilla gorilla intergenic spacer, locus 22, isolate akiba"
2229,9592,4,12,1,759,782,0.9950980392,"Gorilla gorilla intergenic spacer, locus 14, isolate akiba"
2278,314293,4,12,4,290,1254,0.5849282297,Homo sapiens glyceraldehyde 3 phosphate dehydrogenase pseudogene 42 (GAPDHP42) on chromosome 6
2292,376911,4,11,3,297,297,1,"Otolemur crassicaudatus mitochondrial DNA, complete genome"
2294,376917,4,11,3,297,297,1,"Otolemur crassicaudatus mitochondrial DNA, complete genome"
2370,1532884,4,11,1,348,351,0.9992229992,"Sapajus cay voucher CAP10 methyl-CpG-binding protein 2 (MECP2) gene, exon 3 and partial cds"
2371,9513,4,11,1,672,673,0.9998649196,"Cebus olivaceus castaneus voucher MPEG:43764 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
2470,9592,4,11,1,1019,1059,0.975963602,"Gorilla gorilla CC chemokine receptor-5 (ccr5) gene, complete cds"
2471,9592,4,11,1,803,1183,0.9415968647,"Gorilla gorilla intergenic spacer, locus 07, isolate anthal"
2549,376917,4,11,3,297,297,1,"Otolemur crassicaudatus mitochondrial DNA, complete genome"
2562,314293,4,11,4,330,333,0.9964509965,"Macaca fascicularis MHC class II DRB gene (Mafa559), intron 5"
2602,9526,4,11,3,301,334,0.9395753947,"Nomascus leucogenys isolate tata30 TATA-box binding protein gene, partial cds"
2623,9469,4,10,1,382,971,0.9390319258,"Nycticebus bengalensis 12S ribosomal RNA gene, complete sequence; mitochondrial"
2647,13556,4,10,1,684,684,1,"Hapalemur aureus voucher EELHDZ RANO351 cytochrome oxidase subunit II gene, complete cds; mitochondrial"
2659,376918,4,10,1,614,653,0.9725880551,"Aotus sp. AVB-2011 voucher ROM:PM09605 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
2743,9554,4,10,1,947,947,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2744,9554,4,10,1,1557,1565,0.9974440895,"Papio kindae mitochondrion, complete genome"
2745,9554,4,10,1,955,955,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2746,9554,4,10,1,1042,1045,0.9988516746,"Papio cynocephalus isolate north mitochondrion, complete genome"
2747,9554,4,10,1,1569,1569,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2748,9554,4,10,1,681,681,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2749,9554,4,10,1,346,346,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2750,9554,4,10,1,297,297,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2751,9554,4,10,1,1378,1378,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2752,9554,4,10,1,1803,1812,0.9988410596,"Papio cynocephalus isolate north mitochondrion, complete genome"
2753,9554,4,10,1,525,525,1,"Papio cynocephalus isolate north mitochondrion, complete genome"
2778,9569,4,10,4,1356,1377,0.9937545389,"Procolobus badius pancreatic ribonuclease precursor subtype P1a (RNASE1) gene, complete cds"
